Country_A,Country_B,Conflict_Type,Year,Duration_Days,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,Total Deaths,Total GDP,Conflict_Intensity
Canada,China,Cold Conflict,2009,1068,79.35,18.1,514.3,Desert,895.4,168.1,NATO,,Conventional,2166,71,No,5.02,Yes,Stalemate,35.106,-94.591,Arid,Oil,Yes,161472,35281.8,151.1910112
France,UK,Civil War,2004,1006,199.04,12.5,1114.9,Mountain,408.2,322.1,Regional,,Cyber,1526,69,No,1.32,Yes,Victory_A,-46.329,125.473,Polar,,No,74990,27845.8,74.54274354
Canada,Israel,Cold Conflict,1965,737,115.04,7.3,2790.7,Mountain,829.6,1246.8,Regional,,Cyber,263,68,Yes,17.08,Yes,Stalemate,-73.409,-42.743,Tropical,Water,No,111741,37948.9,151.6160109
Russia,Iran,Proxy War,1978,942,169.02,14.3,1327.2,Plains,1075.9,479.9,,NATO,Conventional,1299,7,No,11.78,No,Victory_A,81.674,115.919,Polar,Water,Yes,87778,21584,93.18259023
China,UK,Skirmish,1972,1166,499.09,7.1,2407.6,Forest,1372.2,1121.8,Regional,NATO,Conventional,3418,122,No,5.2,Yes,Victory_A,-66.649,-126.085,Tropical,Water,No,255205,26685.7,218.8722127
Japan,Iran,Proxy War,1963,1672,412.72,6.2,2781.6,Urban,1275.6,352.1,,NATO,Conventional,3036,135,Yes,6.86,Yes,Victory_B,33.515,148.287,Tropical,Water,Yes,77074,1230,46.09688995
Brazil,Brazil,War,1998,176,441.96,10.9,2923,Forest,705.5,59.3,Regional,,Cyber,2712,146,Yes,8.51,Yes,Stalemate,-13.579,-6.075,Polar,Oil,Yes,132086,32646.9,750.4886364
Israel,Iran,Cold Conflict,1982,1678,468.53,2.4,2695,Urban,684.2,701.1,,NATO,Nuclear,786,111,No,13.61,No,Victory_B,60.678,-118.752,Polar,Oil,No,220556,30636.1,131.4398093
Ukraine,Brazil,Skirmish,1974,449,170.53,-1.9,952.2,Urban,613.3,1249.6,NATO,Regional,Conventional,4988,182,No,9.36,Yes,Stalemate,49.176,12.625,Arid,Land,No,163527,22530.3,364.2026726
Canada,Iran,Cold Conflict,1970,592,148.61,15,2887.7,Forest,39.8,1147.2,NATO,Regional,Cyber,3969,71,Yes,7.92,No,Victory_B,-64.122,133.206,Polar,Oil,Yes,139672,30678,235.9324324
France,France,Cold Conflict,1966,82,117.11,27.9,2437.2,Mountain,233.2,354.9,Regional,Regional,Nuclear,2409,7,Yes,15.61,No,Victory_A,-5.793,-39.843,Polar,Water,No,190071,21676.3,2317.939024
Japan,France,Civil War,1972,135,415.08,-3.1,2511.5,Urban,83.8,1274,,NATO,Mixed,3046,184,No,1.44,No,Stalemate,-85.044,-115.898,Arid,Land,Yes,212744,44071,1575.881481
India,Ukraine,War,2006,1743,339.81,-8.5,45.5,Plains,975.2,672.1,NATO,,Nuclear,235,71,Yes,13.05,No,Stalemate,-12.686,27.56,Polar,,No,206662,26566.8,118.5668388
Israel,Australia,Cold Conflict,2007,856,118.16,1.1,2862.7,Plains,579.1,69.5,NATO,Regional,Conventional,3334,6,Yes,8.98,No,Victory_B,36.039,120.408,Polar,Oil,No,213141,39638.9,248.9964953
India,Germany,Proxy War,1963,1201,188.56,34.1,2334.3,Urban,90.2,40.1,Regional,NATO,Conventional,1074,45,No,6.7,Yes,Stalemate,-48.212,-136.313,Arid,Oil,No,119631,7107.3,99.60949209
USA,Germany,Proxy War,1969,1407,253.41,27.3,2303.9,Mountain,967.1,679.7,,NATO,Conventional,4446,149,No,18.55,Yes,Victory_B,55.806,-165.093,Polar,Land,No,164091,4825.3,116.6247335
Brazil,Australia,Civil War,1979,1267,264.12,16.8,244.6,Urban,902.6,765.3,,,Mixed,4512,80,No,15.56,No,Victory_B,-80.43,-159.734,Tropical,Oil,Yes,131622,8147.1,103.8847672
Iran,Japan,War,1968,1591,444.37,31.8,697.7,Plains,1008.2,112.8,NATO,,Conventional,2890,171,Yes,4.39,No,Stalemate,-83.778,-97.024,Tropical,Oil,Yes,167681,7270.9,105.3934632
Iran,Germany,War,2002,1165,190.35,10,2886.8,Plains,840.2,1291.2,Regional,NATO,Conventional,743,4,No,13.05,No,Victory_B,-85.059,-177.371,Polar,Oil,Yes,226390,32234.9,194.3261803
Ukraine,Ukraine,Proxy War,2005,1481,454.27,34.2,1502,Forest,227,1005.8,NATO,,Cyber,3943,152,No,16.45,Yes,Stalemate,-39.595,-25.678,Polar,Water,No,131109,43194.2,88.52734639
Russia,Israel,Skirmish,1972,440,220.74,3.3,1193.6,Mountain,86.9,1122,NATO,,Cyber,1005,174,No,19.79,Yes,Victory_A,-5.921,71.19,Polar,Land,No,238112,38203.7,541.1636364
France,Israel,Civil War,2011,1080,373.21,0.8,2519.8,Forest,1144.2,818,Regional,,Mixed,12,170,No,13.97,No,Victory_B,-70.66,75.765,Temperate,Land,Yes,13890,34864.2,12.86111111
Turkey,China,Civil War,1982,1551,465.13,18.7,262,Desert,302.9,929.3,Regional,,Conventional,1850,142,No,13.81,No,Victory_A,89.414,49.216,Polar,Water,Yes,153057,25720.6,98.6827853
Ukraine,China,Proxy War,1967,697,453.8,7,1250.8,Urban,760,543.6,Regional,,Cyber,4901,191,Yes,12.27,No,Victory_B,89.921,-73.368,Tropical,Land,Yes,91195,26550.4,130.8393113
China,Israel,Proxy War,2022,1850,28.57,18.2,1127.1,Forest,679.8,951.3,,NATO,Conventional,3603,158,No,0.8,Yes,Stalemate,3.564,84.938,Polar,,No,218539,14255.7,118.1291892
China,UK,Skirmish,1982,419,102.93,3.7,1049.6,Mountain,1289.6,1369.5,Regional,Regional,Conventional,2260,82,No,11.7,No,Victory_B,12.242,27.536,Temperate,Oil,Yes,147783,30587.8,352.7040573
France,Turkey,Skirmish,1981,88,238.51,17.8,923.1,Urban,773.9,907.2,Regional,NATO,Nuclear,4365,43,Yes,16.1,No,Victory_B,76.826,130.025,Arid,Water,Yes,215681,22092.3,2450.920455
Turkey,India,War,2010,1633,215.83,2.4,630.2,Urban,812.4,478.9,NATO,NATO,Conventional,983,174,No,7.91,No,Stalemate,48.563,-7.918,Temperate,,Yes,207606,26753.1,127.1316595
Germany,Australia,Civil War,2003,656,320.48,-7.7,518.7,Urban,448,400,Regional,NATO,Nuclear,4869,139,Yes,11.74,Yes,Victory_A,-59.769,-115.147,Temperate,Water,No,84137,15367.5,128.257622
Russia,China,Civil War,1966,1032,472.36,31,1921.2,Urban,1342.2,1348.7,Regional,NATO,Cyber,1959,63,Yes,18.53,No,Stalemate,52.648,48.475,Tropical,Water,No,204592,33748.5,198.248062
Japan,Turkey,Proxy War,1968,1501,56.29,29.7,2758.2,Urban,857.7,259.8,NATO,NATO,Conventional,2228,22,No,3.44,No,Victory_A,-48.431,-125.718,Polar,Land,Yes,231582,14547.9,154.2851432
Canada,Turkey,War,2019,215,225.98,33.7,1526.6,Mountain,8,1128.9,,,Nuclear,1762,49,No,5.61,No,Victory_A,-12.555,166.732,Tropical,,No,117597,13388.9,546.9627907
Turkey,Russia,Civil War,1983,1709,96.29,22.2,893.9,Desert,779,651.9,Regional,Regional,Nuclear,1288,124,Yes,2.21,No,Victory_B,5.851,73.183,Temperate,,No,36797,37051.6,21.53130486
Iran,France,War,1974,1759,447.06,20.7,477.5,Plains,510,621.8,NATO,,Cyber,1016,35,No,10,Yes,Victory_B,39.06,92.276,Temperate,Water,Yes,152734,28737.3,86.83001706
Israel,Brazil,War,2017,552,482.29,15.2,2490.4,Desert,45.9,1046.8,,Regional,Nuclear,2153,138,No,16.79,No,Victory_A,-62.973,64.537,Polar,Water,No,68431,4204.4,123.9692029
Germany,Ukraine,Proxy War,2023,1521,239.4,-4.3,2914.5,Plains,604.7,208.1,,NATO,Conventional,4582,85,No,8.7,No,Stalemate,-76.289,-144.879,Arid,,No,191422,22925.8,125.8527285
Canada,Israel,War,2023,1718,52.09,-1.5,1047.5,Forest,1083.2,653.3,Regional,NATO,Conventional,4499,174,No,1.4,No,Victory_A,65.902,-12.492,Tropical,Water,Yes,120556,17480.7,70.17229336
Canada,Germany,Skirmish,1960,503,392.67,3,872.9,Urban,705.8,51.1,,NATO,Nuclear,4485,55,No,5.27,Yes,Victory_B,58.823,54.509,Arid,Land,Yes,200359,28963,398.3280318
Germany,Australia,Skirmish,1965,1806,348.6,30.1,1804.5,Forest,895.6,938.9,Regional,NATO,Conventional,607,68,Yes,17.79,No,Stalemate,4.188,-97.432,Temperate,Land,Yes,82083,29030.6,45.45016611
USA,UK,Cold Conflict,2010,699,177.4,-2.2,2326,Forest,896,82.7,,NATO,Conventional,4044,36,Yes,11.15,No,Stalemate,29.225,64.621,Arid,Land,No,103566,32528.7,148.1630901
India,Israel,Proxy War,1956,245,443.71,31.5,1366.2,Plains,939.8,123.1,,NATO,Mixed,4218,137,Yes,18.28,No,Victory_B,39.474,115.159,Tropical,Water,Yes,136038,22003.1,555.2571429
Canada,USA,Cold Conflict,1965,1502,487.92,13.5,1890.2,Mountain,543.2,1182.9,,NATO,Nuclear,2836,183,Yes,16.69,Yes,Stalemate,-4.224,-81.025,Temperate,Oil,Yes,204670,9627.3,136.26498
Germany,Brazil,Skirmish,1965,309,278.97,22.2,2149.6,Urban,518.6,620.7,Regional,Regional,Cyber,4132,41,Yes,8.29,Yes,Stalemate,-43.699,-108.143,Temperate,,No,92477,37060.7,299.2783172
Turkey,Russia,Cold Conflict,1989,231,282.91,-5,2881.8,Forest,7.4,282.2,,NATO,Cyber,709,157,Yes,12.67,Yes,Victory_A,-3.349,137.938,Arid,Land,No,279248,18030.9,1208.865801
Germany,Turkey,Proxy War,1961,1407,148.83,2.1,495.1,Desert,216.8,830,NATO,NATO,Conventional,766,93,No,13.29,Yes,Victory_A,81.144,-178.13,Polar,Oil,No,106709,20314.9,75.84150675
Australia,Germany,Proxy War,1984,155,292.29,33.1,2992.1,Urban,1331.2,727.5,NATO,NATO,Nuclear,4598,21,No,14.94,No,Victory_B,60.81,-87.931,Polar,Oil,No,256208,31657,1652.954839
Ukraine,Russia,War,1970,1199,219.88,2,1176.5,Mountain,1179.5,575.9,,Regional,Conventional,3598,182,Yes,6.66,No,Victory_A,-6.201,-33.577,Tropical,Land,No,265997,41077.7,221.8490409
UK,France,Civil War,1999,848,151.17,3.3,2169.6,Urban,385.9,1267.7,Regional,Regional,Conventional,2964,165,Yes,5.78,No,Stalemate,-49.396,62.013,Polar,Land,No,177414,30519.2,209.2146226
USA,Israel,War,1992,115,33.69,-1.1,1717.2,Forest,562.3,1049.5,NATO,NATO,Nuclear,91,55,No,13.69,Yes,Victory_B,70.131,178.943,Temperate,Oil,No,105598,20937,918.2434783
Brazil,Iran,Proxy War,1966,1414,126.43,-4.2,1460,Desert,1315.9,213.1,,,Cyber,99,198,No,16.38,Yes,Victory_B,24.883,-46.505,Temperate,Land,No,99774,35740.9,70.56152758
UK,France,Skirmish,1981,311,99.01,0.5,2094.2,Forest,351.4,799.5,NATO,Regional,Mixed,3024,113,No,8.28,Yes,Victory_B,-17.147,161.571,Arid,Oil,No,205681,18401.6,661.3536977
Ukraine,Ukraine,Skirmish,1990,993,271.07,18.9,1187.3,Mountain,746,125.2,NATO,NATO,Mixed,685,121,Yes,6.42,Yes,Stalemate,-69.902,-47.961,Temperate,Oil,Yes,129533,30856.3,130.4461229
Ukraine,Turkey,War,1955,300,300.87,10.5,378.3,Plains,31.9,343.3,NATO,Regional,Conventional,1750,163,Yes,16.51,Yes,Victory_A,45.317,70.391,Temperate,Water,No,128756,28417.4,429.1866667
Ukraine,Japan,Proxy War,1976,1042,304.33,14.9,1466.7,Desert,868,1273.9,NATO,,Mixed,3948,77,No,13.74,No,Stalemate,-32.945,-120.468,Tropical,Oil,Yes,81590,31851.2,78.30134357
UK,UK,Skirmish,1969,784,194.15,-4.5,1565.7,Mountain,1302.2,647.4,NATO,NATO,Cyber,3669,138,Yes,6.87,Yes,Stalemate,19.135,-14.253,Polar,Water,No,81908,22346.9,104.4744898
France,Turkey,Proxy War,1974,12,210.67,26.1,605.7,Mountain,1238.8,1249.1,,Regional,Conventional,393,134,Yes,10.59,No,Victory_A,12.531,133.658,Polar,Water,Yes,86419,1838.8,7201.583333
India,Brazil,Skirmish,2015,1428,417.14,25.3,2806.9,Forest,703.3,233.2,NATO,,Nuclear,593,95,No,19.22,Yes,Victory_A,35.932,-64.802,Polar,Land,No,195635,36280.4,136.9992997
Germany,Canada,Proxy War,1958,1837,238.17,-9,682.4,Forest,909.8,288.3,,Regional,Mixed,2881,81,No,15,Yes,Stalemate,6.772,-142.127,Tropical,,Yes,102269,18821.7,55.67174741
Israel,Canada,Cold Conflict,2002,1728,493.89,7.3,1227.7,Forest,798.1,494.6,NATO,Regional,Nuclear,885,33,No,4.43,No,Victory_A,23.474,8.177,Polar,Land,No,25055,20959,14.4994213
India,Brazil,Proxy War,2010,232,219.86,-6.9,464.8,Plains,94.7,513.5,Regional,NATO,Cyber,3052,62,Yes,5.9,No,Stalemate,-75.322,-21.768,Arid,,No,59920,28056.4,258.2758621
Iran,USA,Proxy War,1987,955,324.83,25.6,1607.4,Urban,223.1,1043.6,,NATO,Conventional,504,1,No,5.3,No,Victory_A,29.75,-97.366,Polar,Oil,Yes,68526,7320.8,71.75497382
Turkey,Ukraine,War,1952,1629,25.28,23.2,922.9,Urban,1349.4,839.6,Regional,Regional,Nuclear,3750,189,Yes,16.97,No,Stalemate,-55.046,146.021,Temperate,Land,Yes,92041,37459.5,56.50153468
Russia,UK,Cold Conflict,2019,730,326.7,30.6,1467.8,Forest,359.1,775,Regional,,Conventional,1777,134,No,12.83,Yes,Victory_A,-19.443,36.607,Tropical,Land,No,214308,39374.4,293.5726027
France,Russia,Civil War,2004,1302,425.73,0.6,673.9,Forest,538.8,843.7,NATO,NATO,Mixed,4437,42,No,18.8,Yes,Victory_B,2.256,-55.017,Arid,Land,No,92353,24757.7,70.93164363
Brazil,USA,War,1950,1377,471.23,10.5,161.3,Plains,713,1025.3,NATO,Regional,Conventional,3497,94,No,1.82,Yes,Victory_A,33.638,178.607,Tropical,Land,No,207607,35213.2,150.7676107
India,India,Civil War,2019,1018,498.66,-1.7,2337.7,Urban,1370.8,1250.1,NATO,Regional,Cyber,133,17,No,1.04,Yes,Stalemate,43.637,-130.476,Arid,Oil,No,35253,19615.4,34.62966601
Israel,Brazil,Skirmish,1994,999,141.16,6.7,1923.3,Plains,966.3,581.2,NATO,NATO,Conventional,2925,147,Yes,13.52,Yes,Victory_A,36.886,125.263,Arid,,No,155491,25709.4,155.6466466
China,Russia,Civil War,1996,303,287.73,13.5,1022.2,Mountain,881.8,1124.3,NATO,NATO,Conventional,4307,6,No,5.33,Yes,Victory_A,-72.881,-96.975,Temperate,,No,160850,18013.7,530.8580858
Ukraine,Canada,Proxy War,1975,541,225.41,-7.6,142.5,Urban,734.6,693.6,Regional,Regional,Mixed,584,51,No,13.58,Yes,Stalemate,-20.357,-93.778,Polar,Water,No,197246,26528,364.5951941
Canada,China,Civil War,1963,470,281.95,22.2,2596.7,Forest,981.2,1011.2,Regional,NATO,Cyber,1436,36,No,14.47,No,Victory_A,-39.48,-0.662,Polar,Water,No,140344,26625.8,298.6042553
Iran,Australia,War,2003,813,78.81,14.4,509.4,Desert,930,1224.9,NATO,Regional,Nuclear,356,97,Yes,6.09,Yes,Victory_B,-18.284,58.299,Arid,Water,Yes,158734,37939.3,195.2447724
Russia,Japan,War,2020,77,428.09,27.3,2792.2,Mountain,1264.1,46.1,NATO,,Conventional,3354,45,No,19.05,No,Victory_B,26.437,68.567,Arid,Land,Yes,182029,23141.3,2364.012987
USA,Canada,Civil War,1995,1020,454.79,2.2,1435.8,Desert,759,765.7,,NATO,Conventional,1750,102,Yes,15.49,No,Victory_B,-55.274,-172.034,Polar,,Yes,69814,25280.9,68.44509804
Brazil,UK,War,1980,1545,224.89,30.6,1021.2,Plains,590.7,1385.1,,NATO,Nuclear,1700,41,No,7.35,No,Victory_B,0.378,-76.731,Tropical,Land,No,111585,34907.6,72.22330097
Turkey,Iran,War,2008,24,140.29,34.9,2225.3,Plains,1130.2,695.2,Regional,Regional,Cyber,1709,59,Yes,8.24,Yes,Victory_A,69.277,57.817,Arid,,No,58142,26117.1,2422.583333
Russia,France,Civil War,1978,1039,70.5,31.4,2630.5,Plains,1119.9,1210.2,Regional,NATO,Nuclear,3681,127,Yes,14.32,No,Victory_B,41.603,140.305,Arid,Oil,Yes,226318,29568.9,217.8229066
Ukraine,Australia,Cold Conflict,1966,676,341.91,25,1112.1,Forest,238.6,261.1,Regional,,Conventional,536,103,Yes,6.08,Yes,Victory_A,40.566,61.161,Tropical,,Yes,91571,30626.1,135.4600592
Canada,Australia,Cold Conflict,1963,525,156.18,26.6,1222,Plains,332.3,846.4,NATO,Regional,Conventional,2468,79,Yes,5.91,No,Victory_B,62.769,-84.283,Tropical,Water,No,77522,43210.7,147.6609524
France,China,Skirmish,1985,347,454.78,15.8,1299.5,Desert,1342.1,1218.6,Regional,,Cyber,150,77,Yes,12.5,No,Victory_B,-18.136,2.798,Polar,Oil,No,140567,27496.7,405.092219
Canada,Japan,War,2007,172,335.54,-1.4,2767,Mountain,622.3,604.7,Regional,,Mixed,1755,123,Yes,2.7,No,Stalemate,46.707,53.128,Polar,,No,135593,21375.3,788.3313953
UK,Israel,Civil War,1973,1893,322.88,20.5,2077.7,Forest,728,681.9,Regional,,Cyber,2550,31,No,19.87,No,Victory_A,-79.433,-131.278,Tropical,Water,Yes,167939,15468.7,88.71579503
Canada,Japan,War,2012,1351,279.75,22.1,742.9,Mountain,434.9,115.7,,,Nuclear,887,165,Yes,5.74,Yes,Victory_A,-79.843,16.166,Tropical,Oil,Yes,56875,21568.2,42.0984456
UK,India,Proxy War,1974,712,22.98,34.3,555,Plains,674,60,Regional,Regional,Cyber,2995,166,Yes,7.65,No,Victory_A,-30.276,-10.2,Temperate,Oil,Yes,166210,28984.3,233.4410112
Iran,India,War,2008,1509,465.97,14.4,691.1,Urban,1041,656.7,Regional,NATO,Nuclear,4838,25,No,4.49,Yes,Stalemate,-54.568,-58.807,Temperate,Oil,No,67605,32750.5,44.80119284
France,Germany,War,1981,489,314.01,2.2,790.7,Forest,675.8,1181,,,Mixed,2562,29,Yes,12.87,No,Victory_A,3.337,44.474,Polar,Water,No,260530,25956.7,532.7811861
Turkey,Canada,Cold Conflict,1967,1486,497.03,20.8,690.6,Plains,441.4,1303.9,Regional,,Mixed,1608,168,Yes,1.21,No,Stalemate,-57.024,49.038,Arid,Land,Yes,135340,25405.8,91.07671602
Japan,Canada,Civil War,1986,378,268.72,34.1,1975.5,Forest,135.3,922.5,NATO,Regional,Nuclear,1241,102,No,18.56,Yes,Victory_A,85.603,169.729,Tropical,Water,No,212252,37599.4,561.5132275
Ukraine,Canada,War,1975,1612,355.08,-2,347.8,Urban,1299.6,1157.1,,,Conventional,207,136,No,6.08,No,Victory_B,63.199,-25.81,Polar,,Yes,43816,23030.3,27.18114144
UK,Germany,Cold Conflict,1958,1188,28.2,4.7,1162.1,Desert,1220.4,1029.1,Regional,,Nuclear,3832,31,No,18.55,No,Stalemate,86.856,11.256,Temperate,Land,Yes,152721,19768.9,128.5530303
USA,Ukraine,Skirmish,2013,372,315.9,14.4,1875.2,Desert,1108.1,982.4,,,Nuclear,3361,183,No,5.07,No,Stalemate,55.397,-123.299,Arid,Oil,No,152241,34815.7,409.25
Canada,USA,Cold Conflict,2021,1597,382.35,-2.3,872.6,Desert,972,1076.9,Regional,,Cyber,2899,52,Yes,10.28,Yes,Stalemate,81.2,17.41,Temperate,Water,No,133175,19284.1,83.39073262
Canada,Iran,Cold Conflict,1969,1000,389.28,-9,195.8,Urban,722.2,707.9,Regional,NATO,Mixed,3587,134,Yes,13.9,Yes,Victory_A,-23.741,-167.009,Temperate,Land,No,33619,22210.2,33.619
USA,Iran,Cold Conflict,2003,977,385.08,5.2,245.5,Mountain,1256.5,641.7,,,Cyber,2755,150,Yes,12.25,Yes,Victory_B,-0.377,-126.044,Temperate,Water,No,74106,27265.1,75.85056295
Turkey,Japan,War,1979,1448,113.22,28.9,377.9,Urban,1108.6,223.6,NATO,Regional,Conventional,2725,80,No,10.25,No,Stalemate,-46.837,-118.351,Arid,Water,Yes,58133,25407.2,40.14709945
China,China,War,2002,757,487.7,-8,2507.5,Urban,1142.6,1181.5,,NATO,Conventional,4034,179,No,15.77,No,Stalemate,24.445,47.75,Temperate,,Yes,244887,32163.7,323.4966975
Iran,UK,Skirmish,2012,477,497.59,9.3,1973.6,Plains,434.1,63.4,NATO,Regional,Conventional,2279,148,No,9.41,Yes,Victory_A,51.881,24.226,Polar,Water,Yes,171314,27204.5,359.148847
Germany,Japan,Proxy War,1960,382,37.89,24.3,193.6,Desert,593.4,375.2,NATO,NATO,Nuclear,988,75,No,6.66,No,Victory_A,-0.226,107.293,Arid,Oil,Yes,260541,26548.4,682.0445026
Japan,India,Proxy War,1980,155,468.23,32.9,1173.2,Forest,989.8,728.4,,NATO,Cyber,4976,150,Yes,14.37,Yes,Victory_B,-36.653,-12.816,Tropical,Land,No,225965,21444.2,1457.83871
Brazil,Australia,Proxy War,1998,257,144.8,34.3,835.8,Mountain,520.1,1360.3,Regional,,Nuclear,2859,68,No,18.75,Yes,Stalemate,1.381,-9.052,Tropical,Oil,Yes,92800,9409.4,361.0894942
Israel,Russia,Skirmish,1968,1780,344.67,9,1734.1,Forest,692.1,1100.6,NATO,,Conventional,4302,17,No,12.03,No,Stalemate,-78.679,-121.84,Tropical,,Yes,88456,34583.5,49.69438202
UK,Turkey,Proxy War,1961,674,169.12,32.8,1568.4,Plains,905.5,516.8,,Regional,Mixed,1649,36,Yes,5.59,Yes,Stalemate,39.802,87.373,Tropical,,Yes,205020,35536.2,304.1839763
USA,France,Proxy War,1964,68,483.88,-8.4,1443.4,Plains,613.4,999.8,Regional,NATO,Cyber,2408,134,No,15.26,No,Stalemate,-8.711,-178.685,Temperate,,Yes,195573,13391.1,2876.073529
Israel,Germany,Cold Conflict,1980,344,50.84,23.6,943.5,Mountain,1110.5,1304,Regional,NATO,Nuclear,2420,60,No,15.24,No,Stalemate,71.682,-27.039,Temperate,,No,62804,40974.1,182.5697674
France,Brazil,War,1992,1301,248.92,18.9,413.4,Forest,163.7,754.9,Regional,,Cyber,1124,130,Yes,5.34,Yes,Victory_B,76.185,-112.203,Tropical,Land,Yes,210215,35215,161.5795542
Turkey,Russia,War,1986,673,214.08,1.2,2227.1,Mountain,1005.6,647.3,,NATO,Nuclear,528,0,No,7.69,Yes,Stalemate,-67.409,97.564,Arid,,No,152569,42418,226.6998514
UK,UK,Cold Conflict,1978,391,163.08,12.8,2639.6,Mountain,204.1,774.6,,,Mixed,1271,59,No,2.82,Yes,Victory_A,89.3,62.421,Temperate,Oil,No,207741,16584,531.3069054
Germany,Canada,Cold Conflict,1975,1473,322.8,-4.2,2832.5,Desert,1313,436.8,Regional,,Mixed,1419,133,Yes,1.59,No,Stalemate,84.568,74.437,Temperate,Water,Yes,41602,22932.4,28.24304141
Israel,India,Cold Conflict,1951,259,65.61,29.2,175.9,Forest,440.3,1270.4,Regional,Regional,Conventional,4173,123,No,16.15,Yes,Stalemate,22.884,-126.512,Arid,Oil,No,112205,23915.2,433.2239382
France,Turkey,War,1964,307,358.36,6.1,2219.7,Desert,1113.8,1116.4,Regional,,Mixed,1735,70,No,7.45,No,Stalemate,58.581,60.773,Arid,Water,No,55969,27147.5,182.3094463
Russia,Israel,Proxy War,1953,1871,490.3,18.2,2179.5,Desert,730.5,988,Regional,,Nuclear,4136,90,Yes,5.63,Yes,Stalemate,-86.681,68.722,Polar,Land,Yes,101397,20726.1,54.1940139
Ukraine,India,Cold Conflict,1999,1119,402.3,-2.9,2841.3,Desert,128.4,825.1,,NATO,Nuclear,4385,185,Yes,5.12,Yes,Stalemate,84.669,-179.051,Arid,Land,Yes,276383,20924.9,246.9910634
Canada,India,Skirmish,1987,950,430.02,-0.7,758.7,Urban,816,1357.3,Regional,Regional,Conventional,1148,30,No,1.5,Yes,Victory_B,-7.863,-65.664,Tropical,,No,90909,18249.1,95.69368421
Russia,Canada,Cold Conflict,1972,1488,179.88,34.6,2226.5,Plains,1277.1,417.5,NATO,Regional,Conventional,1523,7,Yes,19.7,Yes,Victory_A,73.746,-148.576,Tropical,Water,Yes,92229,27206.6,61.98185484
UK,Brazil,Civil War,2008,970,162.51,23.9,163.9,Plains,221,397.1,NATO,Regional,Mixed,2761,118,Yes,7.34,No,Victory_B,-20.678,65.302,Arid,Water,No,266587,18476.8,274.8319588
Germany,Germany,Cold Conflict,2024,246,258.57,33.3,1893.7,Urban,450.5,339.8,,,Mixed,710,142,No,3.28,No,Victory_A,51.872,-103.641,Polar,,No,241434,31845.4,981.4390244
Japan,Russia,War,1977,733,22.96,3.3,1052.5,Mountain,615.4,1038.7,NATO,Regional,Nuclear,960,6,No,17.28,Yes,Victory_A,-14.77,-84.723,Polar,Oil,Yes,204982,37492.1,279.6480218
Israel,Canada,Cold Conflict,2015,1659,472.68,-2.6,2306.7,Forest,385.8,1116.4,NATO,,Nuclear,4918,134,No,14.46,Yes,Victory_A,-24.713,-151.802,Tropical,Oil,Yes,122372,12337.1,73.76250753
Iran,UK,Civil War,1957,187,71.98,12.6,2589.9,Forest,1321.3,836.4,NATO,,Nuclear,3709,160,No,13.25,Yes,Stalemate,80.42,-5.83,Tropical,Oil,Yes,141160,36192.9,754.8663102
Ukraine,Germany,Skirmish,1978,1798,451.52,12.3,1094.5,Forest,529.1,913.1,,,Conventional,4,168,Yes,5.94,Yes,Victory_B,35.84,-168.108,Arid,Land,Yes,179707,39033.3,99.94827586
UK,UK,Proxy War,1960,925,41.88,-2.1,1576.8,Desert,921.6,489.2,NATO,,Conventional,4919,184,Yes,8.31,Yes,Victory_A,61.215,124.413,Temperate,Water,No,130379,10667.3,140.9502703
Turkey,Germany,Cold Conflict,1967,785,411.33,23,352.2,Forest,314.3,56.6,Regional,Regional,Conventional,117,134,No,16.82,Yes,Victory_A,7.804,-170.508,Polar,Land,No,100874,40571.5,128.5019108
USA,Brazil,Civil War,2004,1397,76.07,6.3,1250.7,Forest,308.4,355.8,NATO,Regional,Cyber,2791,186,Yes,12.8,Yes,Stalemate,75.303,-157.81,Tropical,Water,No,127731,10684.3,91.43235505
Iran,France,Civil War,1999,1596,19.16,-1.6,1082.4,Forest,247,818.4,NATO,NATO,Cyber,4756,19,No,6.91,Yes,Stalemate,43.193,50.546,Arid,Water,No,174711,39005.6,109.4680451
Iran,UK,Skirmish,1963,1430,359.77,4.9,549.4,Plains,609.3,1138.3,NATO,Regional,Conventional,1566,70,No,2.19,Yes,Victory_B,-77.01,150.096,Arid,,Yes,34251,19185.8,23.95174825
Iran,Canada,War,2023,408,140.2,15.4,2683.4,Urban,746.5,1088.3,Regional,NATO,Mixed,4762,177,Yes,18.01,Yes,Victory_A,48.037,141.164,Arid,Land,No,137307,17428.5,336.5367647
India,Germany,Cold Conflict,1958,1149,357.28,22.7,444.3,Mountain,16,252.1,,Regional,Cyber,3372,141,No,19.11,No,Victory_A,-86.632,-149.893,Polar,Oil,No,204755,9764.9,178.202785
UK,Iran,Civil War,1960,1361,277.59,11.7,1907.2,Urban,1166.3,73,,Regional,Mixed,3329,117,No,14.38,Yes,Victory_A,59.232,-76.159,Temperate,Oil,No,84432,36188.2,62.03673769
